,m1,m2,m3,m4,m5,m6
5228,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
5229,piss.off,aff.nor,chunk,chunk,chunk,end
5230,chunk,questn,aff.nor,aff.nor,aff.nor,end
5231,aff.nor,aff.nor,questn,questn,questn,end
5232,aff.nor,aff.nor,chunk,aff.nor,chunk,phone
5233,aff.nor,aff.nor,chunk,chunk,chunk,phone
5234,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
5235,aff.nor,aff.nor,chunk,chunk,questn,end
5236,aff.nor,piss.off,chunk,chunk,chunk,end
5237,questn,questn,questn,aff.nor,aff.nor,end
5238,questn,aff.nor,aff.nor,questn,aff.nor,phone
5239,questn,aff.nor,aff.off,aff.off,aff.off,end
5240,chunk,aff.nor,aff.nor,questn,aff.nor,phone
5241,aff.nor,aff.nor,chunk,aff.nor,chunk,end
5242,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
5243,aff.nor,aff.nor,chunk,chunk,chunk,end
5244,aff.nor,aff.nor,chunk,chunk,chunk,end
5245,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
5246,chunk,questn,aff.nor,aff.nor,questn,end
5247,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5248,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
5249,aff.nor,aff.nor,questn,aff.nor,questn,end
5250,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
5251,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
5252,aff.nor,questn,aff.off,aff.off,aff.off,end
5253,aff.nor,aff.nor,questn,questn,questn,end
5254,aff.nor,questn,chunk,aff.nor,aff.nor,phone
5255,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
5256,aff.nor,questn,questn,questn,questn,end
5257,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
5258,questn,aff.nor,aff.nor,aff.nor,chunk,end
5259,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
5260,questn,aff.nor,aff.nor,aff.nor,chunk,end
5261,aff.nor,questn,chunk,chunk,chunk,end
5262,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
5263,aff.nor,piss.off,chunk,questn,chunk,piss.off
5264,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
5265,chunk,questn,aff.off,aff.off,aff.off,piss.off
5266,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
5267,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5268,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
5269,chunk,aff.nor,chunk,chunk,chunk,end
5270,aff.nor,chunk,aff.off,aff.off,aff.off,end
5271,aff.nor,aff.nor,chunk,chunk,chunk,end
5272,questn,questn,aff.nor,aff.nor,aff.nor,phone
5273,chunk,aff.nor,questn,questn,questn,end
5274,questn,questn,aff.off,aff.off,aff.off,end
5276,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
5277,questn,aff.nor,chunk,aff.nor,aff.nor,phone
5278,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
5279,aff.nor,aff.nor,chunk,chunk,chunk,end
5280,aff.nor,aff.nor,chunk,aff.nor,questn,end
5281,aff.nor,questn,questn,questn,questn,end
5282,aff.nor,aff.nor,questn,aff.nor,aff.nor,phone
5283,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5284,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5285,aff.nor,aff.nor,chunk,chunk,questn,end
5286,questn,chunk,chunk,chunk,questn,end
5287,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5288,questn,aff.nor,aff.off,aff.off,aff.off,end
5289,questn,chunk,questn,questn,questn,end
5290,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
5291,aff.nor,aff.nor,chunk,chunk,chunk,end
5292,aff.nor,questn,chunk,chunk,chunk,end
5293,aff.nor,chunk,questn,questn,questn,phone
5294,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
5295,questn,aff.nor,questn,aff.nor,aff.nor,end
5296,aff.nor,questn,aff.off,aff.off,aff.off,end
5297,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5298,questn,questn,chunk,chunk,chunk,end
5299,questn,aff.nor,aff.nor,aff.nor,questn,phone
5300,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
5301,aff.nor,aff.nor,chunk,chunk,questn,phone
5302,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5303,aff.nor,aff.nor,questn,aff.nor,questn,end
5304,aff.nor,chunk,questn,aff.nor,questn,end
5305,chunk,aff.nor,questn,aff.nor,aff.nor,end
5306,aff.nor,aff.nor,chunk,chunk,chunk,end
5307,questn,questn,chunk,aff.nor,aff.nor,end
5308,aff.nor,aff.nor,chunk,questn,aff.nor,phone
5309,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
5310,questn,piss.off,questn,questn,questn,end
5311,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
5312,aff.nor,aff.nor,aff.nor,piss.off,aff.nor,piss.off
5313,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5314,aff.nor,aff.nor,questn,questn,questn,end
5315,aff.nor,aff.nor,questn,questn,questn,end
5316,questn,aff.nor,aff.nor,chunk,aff.nor,phone
5317,aff.nor,questn,aff.nor,aff.nor,questn,end
5318,aff.nor,aff.nor,questn,questn,questn,end
5319,aff.nor,aff.nor,questn,aff.nor,questn,phone
5320,questn,aff.nor,chunk,chunk,chunk,end
5321,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
5322,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
5323,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5324,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
5325,chunk,aff.nor,aff.nor,questn,questn,end
5326,aff.nor,questn,questn,aff.nor,aff.nor,end
5327,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
5328,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
5329,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5330,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
5331,aff.nor,questn,aff.nor,questn,piss.off,end
5332,aff.nor,aff.nor,chunk,chunk,chunk,end
5333,aff.nor,chunk,aff.nor,aff.nor,aff.nor,end
5334,aff.nor,chunk,questn,questn,questn,end
5335,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
5336,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
5337,questn,aff.nor,aff.off,aff.off,aff.off,end
5338,aff.nor,aff.nor,chunk,chunk,chunk,end
5339,questn,chunk,aff.nor,questn,aff.nor,phone
5340,chunk,chunk,chunk,chunk,questn,end
5341,aff.nor,questn,questn,questn,questn,end
5344,questn,aff.nor,chunk,chunk,questn,end
5345,questn,questn,questn,questn,questn,end
5347,aff.nor,aff.nor,questn,questn,questn,end
5349,chunk,aff.nor,aff.nor,chunk,aff.nor,end
5350,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
5351,aff.nor,aff.nor,chunk,chunk,chunk,end
5352,questn,chunk,chunk,chunk,chunk,end
5353,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
5354,aff.nor,questn,questn,questn,questn,end
5355,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5356,aff.nor,aff.nor,chunk,chunk,questn,end
5357,aff.nor,aff.nor,questn,questn,questn,end
5358,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
5359,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
5360,aff.nor,aff.nor,chunk,chunk,chunk,end
5361,chunk,aff.nor,chunk,aff.nor,aff.nor,end
5362,aff.nor,aff.nor,questn,questn,questn,end
5363,aff.nor,questn,questn,questn,questn,end
5365,questn,questn,chunk,chunk,questn,end
5366,aff.nor,aff.nor,aff.nor,questn,chunk,piss.off
5367,aff.nor,questn,questn,aff.nor,aff.nor,end
5369,aff.nor,piss.off,questn,questn,questn,end
5370,questn,chunk,aff.off,aff.off,aff.off,piss.off
5371,questn,aff.nor,chunk,chunk,chunk,end
5372,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5373,aff.nor,aff.nor,questn,questn,questn,end
5374,aff.nor,aff.nor,chunk,chunk,chunk,end
5375,aff.nor,aff.nor,questn,questn,questn,end
5376,aff.nor,questn,questn,questn,questn,end
5377,aff.nor,chunk,aff.nor,questn,aff.nor,phone
5378,aff.nor,aff.nor,chunk,chunk,questn,end
5379,piss.off,aff.nor,aff.off,aff.off,aff.off,end
5380,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5381,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5382,piss.off,aff.nor,aff.nor,questn,questn,end
5383,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
5384,chunk,chunk,aff.nor,aff.nor,aff.nor,end
5385,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
5386,aff.nor,aff.nor,questn,questn,questn,end
5387,questn,aff.nor,aff.off,aff.off,aff.off,end
5388,chunk,questn,chunk,chunk,questn,end
5389,questn,questn,aff.nor,aff.nor,aff.nor,end
5390,chunk,aff.nor,chunk,chunk,chunk,end
5391,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
5392,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5393,chunk,aff.nor,questn,aff.nor,aff.nor,end
5394,aff.nor,questn,chunk,chunk,questn,end
5395,aff.nor,chunk,chunk,chunk,chunk,end
5396,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5397,questn,aff.nor,aff.nor,aff.nor,questn,end
5398,aff.nor,questn,questn,questn,questn,end
5399,questn,aff.nor,aff.nor,aff.nor,questn,end
5400,chunk,aff.nor,chunk,chunk,questn,end
5401,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
5402,aff.nor,questn,questn,questn,questn,phone
5403,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
5404,aff.nor,questn,aff.off,aff.off,aff.off,end
5405,aff.nor,questn,chunk,chunk,questn,end
5406,aff.nor,questn,chunk,chunk,questn,end
5407,chunk,chunk,aff.nor,aff.nor,questn,end
5408,aff.nor,questn,aff.off,aff.off,aff.off,piss.off
5409,questn,aff.nor,aff.nor,aff.nor,chunk,end
5410,questn,aff.nor,aff.nor,chunk,aff.nor,phone
5411,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
5412,aff.nor,questn,chunk,chunk,questn,end
5413,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5414,aff.nor,questn,questn,questn,aff.nor,phone
5415,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
5416,chunk,aff.nor,aff.nor,questn,aff.nor,end
5417,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5419,aff.nor,chunk,questn,questn,questn,end
5420,aff.nor,questn,chunk,chunk,questn,end
5421,aff.nor,questn,aff.nor,aff.nor,questn,end
5422,aff.nor,aff.nor,questn,questn,questn,end
5423,chunk,aff.nor,questn,chunk,aff.nor,end
5424,questn,aff.nor,questn,aff.nor,aff.nor,end
5425,aff.nor,aff.nor,aff.nor,questn,questn,end
5426,aff.nor,aff.nor,chunk,chunk,questn,end
5427,questn,aff.nor,aff.nor,aff.nor,chunk,phone
5428,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
5429,aff.nor,aff.nor,questn,questn,questn,phone
5430,aff.nor,questn,aff.nor,questn,aff.nor,end
5431,aff.nor,aff.nor,chunk,chunk,questn,phone
5432,aff.nor,aff.nor,aff.nor,aff.nor,chunk,end
5433,questn,aff.nor,chunk,chunk,chunk,end
5434,aff.nor,aff.nor,chunk,chunk,chunk,end
5435,aff.nor,questn,questn,questn,aff.nor,end
5436,aff.nor,aff.nor,chunk,chunk,questn,end
5437,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5438,chunk,aff.nor,aff.nor,aff.nor,aff.nor,phone
5440,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5441,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
5442,questn,aff.nor,chunk,chunk,chunk,end
5443,aff.nor,aff.nor,chunk,chunk,chunk,end
5445,aff.nor,aff.nor,chunk,chunk,chunk,end
5446,aff.nor,questn,chunk,chunk,chunk,end
5447,aff.nor,aff.nor,aff.nor,aff.nor,chunk,phone
5448,aff.nor,questn,chunk,chunk,questn,end
5449,questn,chunk,aff.nor,aff.nor,aff.nor,phone
5450,aff.nor,questn,aff.nor,aff.nor,aff.nor,phone
5451,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5452,aff.nor,aff.nor,questn,questn,questn,end
5453,aff.nor,aff.nor,chunk,questn,chunk,piss.off
5454,questn,questn,questn,chunk,questn,end
5455,aff.nor,aff.nor,aff.nor,chunk,piss.off,phone
5456,aff.nor,aff.nor,aff.nor,piss.off,aff.nor,end
5457,questn,aff.nor,questn,questn,questn,end
5458,aff.nor,aff.nor,chunk,chunk,chunk,end
5459,chunk,aff.nor,questn,aff.nor,aff.nor,end
5460,questn,questn,chunk,chunk,chunk,end
5461,aff.nor,questn,questn,questn,questn,end
5462,aff.nor,aff.nor,questn,questn,questn,end
5463,aff.nor,aff.nor,chunk,chunk,chunk,end
5464,aff.nor,piss.off,questn,aff.nor,chunk,end
5465,aff.nor,questn,chunk,chunk,chunk,end
5466,chunk,aff.nor,aff.nor,questn,aff.nor,phone
5467,aff.nor,questn,aff.off,aff.off,aff.off,end
5468,aff.nor,aff.nor,chunk,chunk,chunk,end
5469,aff.nor,aff.nor,chunk,chunk,chunk,end
5470,aff.nor,aff.nor,chunk,chunk,aff.nor,end
5471,aff.nor,aff.nor,piss.off,aff.nor,aff.nor,end
5472,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5474,aff.nor,aff.nor,questn,questn,questn,end
5476,aff.nor,aff.nor,chunk,chunk,questn,end
5477,aff.nor,chunk,chunk,questn,aff.nor,phone
5478,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
5479,aff.nor,aff.nor,questn,questn,questn,end
5480,aff.nor,aff.nor,questn,questn,questn,end
5481,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
5483,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
5484,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5485,questn,questn,aff.nor,aff.nor,questn,end
5486,aff.nor,aff.nor,chunk,chunk,questn,end
5487,aff.nor,questn,chunk,chunk,chunk,end
5488,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
5489,aff.nor,chunk,chunk,chunk,questn,end
5490,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
5491,questn,aff.nor,aff.off,aff.off,aff.off,end
5492,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
5493,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
5494,aff.nor,aff.nor,chunk,chunk,aff.nor,end
5495,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5496,aff.nor,questn,questn,questn,questn,end
5497,questn,chunk,aff.nor,chunk,aff.nor,phone
5498,aff.nor,piss.off,aff.nor,aff.nor,aff.nor,end
5499,aff.nor,aff.nor,chunk,chunk,chunk,end
5500,aff.nor,aff.nor,chunk,chunk,chunk,end
5501,questn,aff.nor,questn,aff.nor,questn,end
5502,aff.nor,questn,questn,chunk,aff.nor,end
5503,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5504,aff.nor,aff.nor,aff.nor,questn,aff.nor,phone
5505,aff.nor,aff.nor,chunk,chunk,questn,end
5506,aff.nor,questn,aff.nor,chunk,aff.nor,end
5507,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
5508,aff.nor,questn,chunk,chunk,chunk,end
5509,aff.nor,chunk,questn,questn,questn,end
5510,aff.nor,aff.nor,questn,questn,questn,end
5511,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
5512,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5513,aff.nor,aff.nor,chunk,chunk,questn,end
5514,questn,questn,questn,questn,questn,end
5515,aff.nor,aff.nor,questn,questn,questn,end
5516,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5518,aff.nor,questn,aff.nor,chunk,questn,phone
5519,questn,chunk,chunk,chunk,questn,end
5520,aff.nor,questn,chunk,aff.nor,aff.nor,end
5521,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
5522,aff.nor,chunk,aff.off,aff.off,aff.off,end
5523,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
5524,chunk,chunk,aff.nor,aff.nor,questn,end
5525,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
5526,questn,aff.nor,chunk,aff.nor,aff.nor,end
5527,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5528,aff.nor,aff.nor,chunk,aff.nor,chunk,end
5529,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5530,questn,aff.nor,chunk,chunk,chunk,end
5531,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
5532,aff.nor,chunk,aff.off,aff.off,aff.off,piss.off
5533,questn,chunk,chunk,chunk,questn,end
5534,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5535,questn,questn,aff.nor,aff.nor,questn,phone
5536,aff.nor,aff.nor,chunk,chunk,questn,end
5537,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
5538,questn,aff.nor,aff.nor,chunk,chunk,phone
5539,questn,questn,questn,chunk,questn,end
5540,questn,aff.nor,aff.nor,aff.nor,aff.nor,end
5541,chunk,questn,questn,questn,questn,end
5542,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5543,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5544,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
5545,questn,aff.nor,aff.off,aff.off,aff.off,end
5546,piss.off,aff.nor,aff.nor,aff.nor,aff.nor,end
5547,questn,chunk,aff.off,aff.off,aff.off,piss.off
5548,aff.nor,aff.nor,chunk,chunk,chunk,end
5549,aff.nor,chunk,chunk,aff.nor,questn,piss.off
5550,questn,chunk,aff.nor,questn,aff.nor,end
5551,aff.nor,aff.nor,questn,aff.nor,questn,phone
5552,aff.nor,aff.nor,questn,aff.nor,chunk,end
5553,aff.nor,questn,chunk,chunk,chunk,end
5554,aff.nor,questn,aff.off,aff.off,aff.off,end
5555,aff.nor,aff.nor,chunk,chunk,questn,phone
5556,aff.nor,questn,aff.nor,aff.nor,aff.nor,end
5557,aff.nor,questn,aff.nor,chunk,questn,end
5558,aff.nor,aff.nor,chunk,chunk,questn,end
5559,aff.nor,aff.nor,chunk,chunk,questn,end
5560,aff.nor,questn,chunk,chunk,chunk,end
5561,aff.nor,aff.nor,chunk,chunk,questn,end
5562,questn,aff.nor,aff.nor,aff.nor,questn,end
5563,aff.nor,questn,aff.nor,aff.nor,questn,phone
5564,questn,questn,aff.nor,aff.nor,questn,end
5565,aff.nor,questn,chunk,chunk,chunk,end
5566,aff.nor,chunk,aff.nor,aff.nor,questn,end
5567,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
5568,aff.nor,questn,chunk,chunk,chunk,end
5569,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
5570,questn,aff.nor,chunk,chunk,questn,end
5571,aff.nor,chunk,chunk,chunk,questn,end
5572,aff.nor,aff.nor,chunk,chunk,questn,end
5573,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
5574,aff.nor,questn,aff.off,aff.off,aff.off,end
5575,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
5576,questn,aff.nor,aff.nor,aff.nor,questn,end
5577,aff.nor,aff.nor,aff.nor,chunk,aff.nor,end
5578,questn,aff.nor,aff.off,aff.off,aff.off,end
5579,questn,aff.nor,chunk,chunk,questn,end
5580,aff.nor,questn,chunk,chunk,chunk,end
5581,questn,questn,chunk,aff.nor,aff.nor,phone
5582,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
5583,questn,aff.nor,chunk,chunk,questn,end
5584,aff.nor,questn,questn,questn,questn,end
5585,aff.nor,aff.nor,chunk,chunk,questn,end
5586,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5587,aff.nor,aff.nor,questn,chunk,aff.nor,end
5588,aff.nor,aff.nor,chunk,chunk,questn,end
5589,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
5590,aff.nor,questn,aff.off,aff.off,aff.off,end
5591,aff.nor,aff.nor,aff.nor,aff.nor,chunk,phone
5592,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
5593,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
5594,aff.nor,chunk,aff.off,aff.off,aff.off,end
5595,aff.nor,chunk,chunk,chunk,chunk,end
5596,questn,aff.nor,aff.off,aff.off,aff.off,piss.off
5597,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,phone
5599,aff.nor,aff.nor,chunk,chunk,questn,end
5600,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
5602,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5603,aff.nor,aff.nor,questn,questn,questn,end
5604,aff.nor,aff.nor,chunk,chunk,questn,end
5605,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5606,aff.nor,questn,chunk,chunk,questn,end
5609,aff.nor,chunk,chunk,chunk,chunk,end
5611,aff.nor,aff.nor,questn,questn,questn,end
5612,aff.nor,aff.nor,questn,aff.nor,aff.nor,phone
5614,questn,chunk,questn,questn,questn,end
5616,chunk,aff.nor,questn,questn,aff.nor,phone
5617,aff.nor,aff.nor,chunk,chunk,chunk,end
5618,chunk,aff.nor,questn,questn,questn,end
5619,aff.nor,aff.nor,chunk,chunk,questn,end
5620,questn,chunk,aff.nor,questn,aff.nor,end
5621,aff.nor,aff.nor,questn,aff.nor,chunk,end
5622,questn,chunk,chunk,chunk,chunk,end
5623,questn,chunk,questn,aff.nor,chunk,end
5624,aff.nor,aff.nor,questn,questn,questn,end
5625,aff.nor,chunk,aff.nor,aff.nor,questn,end
5626,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5627,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5628,questn,aff.nor,chunk,chunk,chunk,end
5629,aff.nor,aff.nor,chunk,chunk,chunk,end
5630,aff.nor,chunk,chunk,aff.nor,aff.nor,end
5631,questn,aff.nor,aff.off,aff.off,aff.off,end
5632,chunk,piss.off,aff.nor,aff.nor,aff.nor,end
5633,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
5634,aff.nor,aff.nor,questn,questn,aff.nor,phone
5635,aff.nor,aff.nor,chunk,aff.nor,aff.nor,end
5636,chunk,chunk,questn,questn,questn,end
5637,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
5638,piss.off,questn,aff.off,aff.off,aff.off,piss.off
5639,aff.nor,chunk,aff.nor,aff.nor,questn,end
5640,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5641,aff.nor,questn,questn,questn,aff.nor,end
5642,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5643,aff.nor,chunk,chunk,aff.nor,aff.nor,end
5644,aff.nor,questn,questn,questn,questn,end
5645,aff.nor,aff.nor,chunk,chunk,questn,phone
5646,questn,aff.nor,aff.nor,aff.nor,piss.off,end
5647,aff.nor,aff.nor,questn,aff.nor,questn,end
5648,aff.nor,chunk,aff.off,aff.off,aff.off,end
5649,aff.nor,aff.nor,questn,chunk,aff.nor,end
5650,questn,chunk,chunk,chunk,chunk,end
5651,aff.nor,aff.nor,aff.nor,questn,questn,phone
5652,aff.nor,questn,aff.off,aff.off,aff.off,end
5653,chunk,questn,chunk,chunk,questn,end
5654,aff.nor,aff.nor,chunk,chunk,questn,end
5655,aff.nor,aff.nor,questn,questn,questn,end
5656,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5657,aff.nor,questn,aff.nor,chunk,aff.nor,phone
5658,aff.nor,aff.nor,chunk,chunk,chunk,end
5659,chunk,aff.nor,chunk,chunk,questn,end
5660,aff.nor,aff.nor,chunk,questn,aff.nor,end
5661,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5662,aff.nor,questn,chunk,chunk,questn,end
5663,questn,aff.nor,aff.nor,questn,aff.nor,end
5664,questn,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
5665,chunk,questn,chunk,chunk,chunk,end
5666,aff.nor,aff.nor,chunk,chunk,questn,end
5667,questn,questn,aff.off,aff.off,aff.off,piss.off
5668,aff.nor,aff.nor,chunk,chunk,questn,end
5669,aff.nor,aff.nor,questn,questn,questn,end
5670,chunk,aff.nor,aff.nor,piss.off,aff.nor,end
5671,aff.nor,aff.nor,chunk,questn,aff.nor,end
5672,questn,aff.nor,chunk,chunk,questn,end
5673,questn,aff.nor,chunk,chunk,chunk,end
5674,aff.nor,aff.nor,chunk,chunk,chunk,end
5675,chunk,aff.nor,aff.nor,aff.nor,chunk,end
5676,questn,aff.nor,questn,questn,questn,end
5677,chunk,questn,questn,aff.nor,questn,phone
5678,aff.nor,aff.nor,aff.nor,aff.nor,questn,phone
5679,aff.nor,questn,chunk,chunk,questn,end
5680,aff.nor,chunk,chunk,chunk,chunk,phone
5681,questn,questn,chunk,chunk,chunk,end
5682,aff.nor,questn,chunk,chunk,questn,end
5683,aff.nor,aff.nor,aff.nor,aff.nor,questn,end
5684,questn,questn,questn,aff.nor,chunk,phone
5685,questn,aff.nor,chunk,chunk,questn,end
5686,aff.nor,chunk,aff.nor,questn,aff.nor,phone
5687,aff.nor,aff.nor,chunk,chunk,questn,end
5688,questn,aff.nor,questn,chunk,aff.nor,end
5689,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5690,chunk,aff.nor,chunk,aff.nor,aff.nor,end
5691,aff.nor,aff.nor,chunk,chunk,questn,end
5692,aff.nor,chunk,aff.nor,aff.nor,chunk,end
5693,chunk,aff.nor,aff.nor,questn,aff.nor,end
5694,chunk,aff.nor,questn,questn,questn,end
5695,aff.nor,questn,aff.nor,aff.nor,questn,end
5696,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,end
5697,aff.nor,chunk,aff.off,aff.off,aff.off,end
5698,aff.nor,aff.nor,aff.off,aff.off,aff.off,end
5699,questn,questn,chunk,chunk,questn,end
5700,chunk,aff.nor,aff.nor,aff.nor,aff.nor,end
5701,chunk,chunk,chunk,chunk,chunk,end
5702,aff.nor,questn,aff.nor,aff.nor,chunk,end
5703,piss.off,questn,questn,chunk,chunk,phone
5704,aff.nor,aff.nor,questn,aff.nor,aff.nor,end
5705,aff.nor,questn,chunk,chunk,chunk,end
5706,aff.nor,aff.nor,aff.nor,questn,chunk,end
5707,aff.nor,aff.nor,questn,questn,questn,end
5708,aff.nor,questn,aff.off,aff.off,aff.off,end
5709,aff.nor,aff.nor,questn,chunk,piss.off,end
5710,aff.nor,aff.nor,chunk,chunk,chunk,phone
5711,aff.nor,aff.nor,aff.nor,aff.nor,piss.off,end
5712,questn,aff.nor,questn,aff.nor,aff.nor,end
5713,aff.nor,aff.nor,chunk,chunk,questn,phone
5714,aff.nor,aff.nor,aff.off,aff.off,aff.off,piss.off
5715,questn,questn,aff.nor,aff.nor,questn,end
5716,aff.nor,aff.nor,chunk,chunk,chunk,end
5717,aff.nor,aff.nor,aff.nor,questn,questn,end
5718,aff.nor,questn,questn,questn,questn,end
5720,aff.nor,piss.off,chunk,chunk,questn,end
5722,aff.nor,aff.nor,questn,questn,questn,end
5723,chunk,aff.nor,aff.off,aff.off,aff.off,piss.off
5724,aff.nor,aff.nor,questn,aff.nor,aff.nor,phone
5725,aff.nor,aff.nor,aff.nor,questn,chunk,piss.off
5726,aff.nor,aff.nor,aff.nor,aff.nor,aff.nor,piss.off
5727,aff.nor,aff.nor,aff.nor,questn,aff.nor,end
